1.20700000000000e+003,2.27195312500000e+002,3.07924804687500e+002,1.48248227000000e+009,3.70000000000000e+002
0.00000000000000e+000,0.00000000000000e+000,0.00000000000000e+000,0.00000000000000e+000,0.00000000000000e+000
1.20700000000000e+003,2.26511718750000e+002,3.07946777343750e+002,1.48248227600000e+009,3.70000000000000e+002
0.00000000000000e+000,0.00000000000000e+000,0.00000000000000e+000,0.00000000000000e+000,0.00000000000000e+000
1.20700000000000e+003,2.25828125000000e+002,3.07946777343750e+002,1.48248228200000e+009,3.70000000000000e+002
0.00000000000000e+000,0.00000000000000e+000,0.00000000000000e+000,0.00000000000000e+000,0.00000000000000e+000
1.20700000000000e+003,2.25140625000000e+002,3.07935791015625e+002,1.48248228700000e+009,3.70000000000000e+002
0.00000000000000e+000,0.00000000000000e+000,0.00000000000000e+000,0.00000000000000e+000,0.00000000000000e+000
1.20700000000000e+003,2.24464843750000e+002,3.07957763671875e+002,1.48248229300000e+009,3.70000000000000e+002
0.00000000000000e+000,0.00000000000000e+000,0.00000000000000e+000,0.00000000000000e+000,0.00000000000000e+000
1.20700000000000e+003,2.23781250000000e+002,3.08023681640625e+002,1.48248229900000e+009,3.70000000000000e+002
0.00000000000000e+000,0.00000000000000e+000,0.00000000000000e+000,0.00000000000000e+000,0.00000000000000e+000
1.20700000000000e+003,2.23085937500000e+002,3.07924804687500e+002,1.48248230400000e+009,3.70000000000000e+002
0.00000000000000e+000,0.00000000000000e+000,0.00000000000000e+000,0.00000000000000e+000,0.00000000000000e+000
1.20700000000000e+003,2.22410156250000e+002,3.08023681640625e+002,1.48248231000000e+009,3.70000000000000e+002
0.00000000000000e+000,0.00000000000000e+000,0.00000000000000e+000,0.00000000000000e+000,0.00000000000000e+000
1.20700000000000e+003,2.21714843750000e+002,3.08023681640625e+002,1.48248231600000e+009,3.70000000000000e+002
0.00000000000000e+000,0.00000000000000e+000,0.00000000000000e+000,0.00000000000000e+000,0.00000000000000e+000
1.20700000000000e+003,2.21039062500000e+002,3.08056640625000e+002,1.48248232100000e+009,3.70000000000000e+002
0.00000000000000e+000,0.00000000000000e+000,0.00000000000000e+000,0.00000000000000e+000,0.00000000000000e+000
